text,card_number,date,full_name,amount,merchant
"On 2002-04-02, Erin Thornton paid $865.42 using card number 630472752082 at Montes-Webster.",630472752082,2002-04-02,Erin Thornton,865.42,Montes-Webster
"On 1973-09-29, Jill Davis paid $812.64 using card number 3597517028140693 at Davidson, Silva and Walker.",3597517028140693,1973-09-29,Jill Davis,812.64,"Davidson, Silva and Walker"
"On 1970-10-31, Jessica Hughes paid $274.14 using card number 4018718637599805629 at Cooper-Parker.",4018718637599805629,1970-10-31,Jessica Hughes,274.14,Cooper-Parker
"On 2005-09-30, Briana Turner paid $789.5 using card number 30137674266295 at Jones-Choi.",30137674266295,2005-09-30,Briana Turner,789.5,Jones-Choi
"On 1990-07-21, Donna Henry paid $117.01 using card number 6011064628792327 at Torres, Hansen and Ford.",6011064628792327,1990-07-21,Donna Henry,117.01,"Torres, Hansen and Ford"
"On 1986-08-28, John Watts paid $873.45 using card number 639002447147 at Wilson LLC.",639002447147,1986-08-28,John Watts,873.45,Wilson LLC
"On 1981-01-30, Laura Bruce paid $860.01 using card number 30195979647155 at Brown, Flores and Johns.",30195979647155,1981-01-30,Laura Bruce,860.01,"Brown, Flores and Johns"
"On 1991-12-15, Linda Jackson paid $230.21 using card number 4204565044818324 at Serrano-Cohen.",4204565044818324,1991-12-15,Linda Jackson,230.21,Serrano-Cohen
"On 2008-01-07, Daniel Lopez paid $818.42 using card number 4518952028457652135 at Norris, Cisneros and Mathis.",4518952028457652135,2008-01-07,Daniel Lopez,818.42,"Norris, Cisneros and Mathis"
"On 1990-09-25, Tracy Jackson paid $465.7 using card number 3567112075452799 at Garner Inc.",3567112075452799,1990-09-25,Tracy Jackson,465.7,Garner Inc
"On 1977-05-03, Nicole Williams paid $312.14 using card number 4234232161100 at Mcguire PLC.",4234232161100,1977-05-03,Nicole Williams,312.14,Mcguire PLC
"On 2020-10-11, Gregory Davis paid $797.39 using card number 3571401401193936 at Rush-Bailey.",3571401401193936,2020-10-11,Gregory Davis,797.39,Rush-Bailey
"On 2002-04-22, Tami York paid $235.32 using card number 4891190833428017 at Wolfe-Lopez.",4891190833428017,2002-04-22,Tami York,235.32,Wolfe-Lopez
"On 2007-11-30, Philip Bush paid $33.43 using card number 4256638361517188 at Williams, Murphy and Wilson.",4256638361517188,2007-11-30,Philip Bush,33.43,"Williams, Murphy and Wilson"
"On 1979-10-04, Matthew Miller paid $201.2 using card number 4947386463175207168 at Morales-Garza.",4947386463175207168,1979-10-04,Matthew Miller,201.2,Morales-Garza
"On 2021-06-20, Pamela Wheeler paid $334.98 using card number 2222535396136742 at Harding, Kelly and Estrada.",2222535396136742,2021-06-20,Pamela Wheeler,334.98,"Harding, Kelly and Estrada"
"On 1971-10-27, Sandra Jimenez paid $865.71 using card number 6584271147732018 at Reyes Ltd.",6584271147732018,1971-10-27,Sandra Jimenez,865.71,Reyes Ltd
"On 2006-10-13, Kimberly Pacheco paid $967.22 using card number 344991187734772 at Smith, Gallagher and Ewing.",344991187734772,2006-10-13,Kimberly Pacheco,967.22,"Smith, Gallagher and Ewing"
"On 2021-12-28, Erik Price paid $286.33 using card number 2297567700284272 at Carroll Group.",2297567700284272,2021-12-28,Erik Price,286.33,Carroll Group
"On 1994-12-08, Kevin Anderson paid $645.07 using card number 4782806479695450 at Pacheco-Silva.",4782806479695450,1994-12-08,Kevin Anderson,645.07,Pacheco-Silva
"On 1992-12-21, Ana Torres paid $405.68 using card number 4616556503334913 at Smith LLC.",4616556503334913,1992-12-21,Ana Torres,405.68,Smith LLC
"On 1996-07-23, Victoria Gray paid $981.34 using card number 675969864072 at Armstrong-Stokes.",675969864072,1996-07-23,Victoria Gray,981.34,Armstrong-Stokes
"On 1973-03-27, Kimberly Mitchell paid $540.85 using card number 2235785294563712 at Davies-Morales.",2235785294563712,1973-03-27,Kimberly Mitchell,540.85,Davies-Morales
"On 2004-05-04, Billy Colon paid $939.84 using card number 4919541987639 at Reynolds-Fernandez.",4919541987639,2004-05-04,Billy Colon,939.84,Reynolds-Fernandez
"On 2013-05-30, Mr. Rodney Hurley III paid $124.19 using card number 4649878208297 at Lamb, Farrell and Meadows.",4649878208297,2013-05-30,Mr. Rodney Hurley III,124.19,"Lamb, Farrell and Meadows"
"On 1980-12-05, Debra Mitchell paid $970.7 using card number 3583572324665139 at Mcdaniel-Young.",3583572324665139,1980-12-05,Debra Mitchell,970.7,Mcdaniel-Young
"On 2023-09-27, Dominic Johnson paid $186.78 using card number 4230347786609 at Hopkins-Thompson.",4230347786609,2023-09-27,Dominic Johnson,186.78,Hopkins-Thompson
"On 1994-09-25, Stephanie Russell paid $962.91 using card number 060470015946 at Sandoval, Davis and Hahn.",060470015946,1994-09-25,Stephanie Russell,962.91,"Sandoval, Davis and Hahn"
"On 2009-10-06, Robert Murphy paid $272.81 using card number 3531981898471399 at Price, Goodman and Young.",3531981898471399,2009-10-06,Robert Murphy,272.81,"Price, Goodman and Young"
"On 2007-02-20, Melissa Rodriguez paid $117.32 using card number 6011212347649076 at Wells-Sanchez.",6011212347649076,2007-02-20,Melissa Rodriguez,117.32,Wells-Sanchez
"On 1996-09-28, Jasmine Browning paid $440.22 using card number 4575409003486451832 at Turner-Mayer.",4575409003486451832,1996-09-28,Jasmine Browning,440.22,Turner-Mayer
"On 1976-10-31, Faith Henderson paid $731.26 using card number 4327560417761 at Hale PLC.",4327560417761,1976-10-31,Faith Henderson,731.26,Hale PLC
"On 1977-07-17, Eric Johnston paid $320.54 using card number 2286985700272068 at Wright Ltd.",2286985700272068,1977-07-17,Eric Johnston,320.54,Wright Ltd
"On 2008-10-25, James Bennett paid $610.15 using card number 4965772429543167 at Smith Inc.",4965772429543167,2008-10-25,James Bennett,610.15,Smith Inc
"On 2008-08-07, Brandon Richardson paid $516.31 using card number 213117342069692 at Smith PLC.",213117342069692,2008-08-07,Brandon Richardson,516.31,Smith PLC
"On 1982-11-20, Roger Acosta paid $391.34 using card number 6571333447626392 at White-Sparks.",6571333447626392,1982-11-20,Roger Acosta,391.34,White-Sparks
"On 2017-02-28, Casey Morris paid $580.82 using card number 574397359716 at Mcdaniel-Reeves.",574397359716,2017-02-28,Casey Morris,580.82,Mcdaniel-Reeves
"On 2004-05-02, Rhonda Smith paid $262.18 using card number 3594118005375999 at James, Madden and Lambert.",3594118005375999,2004-05-02,Rhonda Smith,262.18,"James, Madden and Lambert"
"On 2003-12-21, Erik Good paid $711.7 using card number 4924287572158622 at Adkins-Howe.",4924287572158622,2003-12-21,Erik Good,711.7,Adkins-Howe
"On 1999-09-13, David Mccarthy paid $11.67 using card number 4948562572870320326 at Carney Group.",4948562572870320326,1999-09-13,David Mccarthy,11.67,Carney Group
"On 1982-04-18, Brandon Oneill paid $926.32 using card number 675958777129 at Brady LLC.",675958777129,1982-04-18,Brandon Oneill,926.32,Brady LLC
"On 2010-03-04, Melanie Long paid $543.07 using card number 3590892613715044 at Hood and Sons.",3590892613715044,2010-03-04,Melanie Long,543.07,Hood and Sons
"On 1992-02-10, Mary Tapia paid $722.24 using card number 502077749054 at Cooke, Meadows and Robles.",502077749054,1992-02-10,Mary Tapia,722.24,"Cooke, Meadows and Robles"
"On 2023-01-17, Samuel Martin paid $744.53 using card number 4045018961642361 at Mitchell-Goodwin.",4045018961642361,2023-01-17,Samuel Martin,744.53,Mitchell-Goodwin
"On 1998-10-16, Karen Hart paid $673.92 using card number 4147649251583779 at Avila LLC.",4147649251583779,1998-10-16,Karen Hart,673.92,Avila LLC
"On 2002-07-03, Jeffrey Solomon paid $370.58 using card number 3566108573278810 at Hernandez-Anderson.",3566108573278810,2002-07-03,Jeffrey Solomon,370.58,Hernandez-Anderson
"On 1971-02-09, Kevin Mack paid $79.27 using card number 4864908108186617949 at Yang Group.",4864908108186617949,1971-02-09,Kevin Mack,79.27,Yang Group
"On 2015-10-29, Paul Munoz paid $667.6 using card number 4601645977945234 at Hamilton Inc.",4601645977945234,2015-10-29,Paul Munoz,667.6,Hamilton Inc
"On 2011-12-21, Elizabeth Li paid $336.9 using card number 630410277697 at Vazquez-Mccarty.",630410277697,2011-12-21,Elizabeth Li,336.9,Vazquez-Mccarty
"On 1982-12-29, Mark Tyler paid $320.78 using card number 4412203103037234 at Turner Group.",4412203103037234,1982-12-29,Mark Tyler,320.78,Turner Group
"On 1970-07-15, Sandra Williams paid $849.54 using card number 4601227770793341 at Mccoy Ltd.",4601227770793341,1970-07-15,Sandra Williams,849.54,Mccoy Ltd
"On 2009-03-23, Antonio Smith paid $722.56 using card number 6579984076789976 at Tran-Adams.",6579984076789976,2009-03-23,Antonio Smith,722.56,Tran-Adams
"On 1993-01-29, Daniel Stout paid $307.32 using card number 4717957602437573 at Castaneda, Espinoza and Mcdonald.",4717957602437573,1993-01-29,Daniel Stout,307.32,"Castaneda, Espinoza and Mcdonald"
"On 2007-11-23, Katherine Young paid $316.19 using card number 4657293417223297164 at Kidd LLC.",4657293417223297164,2007-11-23,Katherine Young,316.19,Kidd LLC
"On 1980-04-15, Patricia Hawkins paid $414.31 using card number 4228015619318374553 at Russo, Munoz and Garcia.",4228015619318374553,1980-04-15,Patricia Hawkins,414.31,"Russo, Munoz and Garcia"
"On 1983-12-23, Brian Soto paid $408.38 using card number 675971199186 at Moore-Carter.",675971199186,1983-12-23,Brian Soto,408.38,Moore-Carter
"On 1981-08-27, Kara Mitchell paid $302.7 using card number 38125521376039 at Adams Ltd.",38125521376039,1981-08-27,Kara Mitchell,302.7,Adams Ltd
"On 2005-03-16, Randy Robbins paid $136.01 using card number 6532863266678502 at Miller LLC.",6532863266678502,2005-03-16,Randy Robbins,136.01,Miller LLC
"On 2019-02-07, Mercedes Russo paid $426.24 using card number 6011606029084660 at Edwards, Cooper and Wilcox.",6011606029084660,2019-02-07,Mercedes Russo,426.24,"Edwards, Cooper and Wilcox"
"On 1996-07-16, Angela Medina paid $940.96 using card number 213167389975632 at Higgins, Hobbs and Meyer.",213167389975632,1996-07-16,Angela Medina,940.96,"Higgins, Hobbs and Meyer"
"On 2022-09-06, Kimberly Green paid $680.54 using card number 180031884852002 at Barber-Benitez.",180031884852002,2022-09-06,Kimberly Green,680.54,Barber-Benitez
"On 2012-09-19, Dr. Virginia Cunningham paid $903.78 using card number 5254851017490754 at Ferguson, Larson and Bell.",5254851017490754,2012-09-19,Dr. Virginia Cunningham,903.78,"Ferguson, Larson and Bell"
"On 1975-04-25, Carlos Lewis paid $619.36 using card number 4683158935712661103 at Rhodes-Powell.",4683158935712661103,1975-04-25,Carlos Lewis,619.36,Rhodes-Powell
"On 2017-12-11, Michael Anderson paid $307.94 using card number 180049767762288 at Boyer, Wilson and Lewis.",180049767762288,2017-12-11,Michael Anderson,307.94,"Boyer, Wilson and Lewis"
"On 1990-10-01, Joseph Wilson paid $552.46 using card number 30028519611599 at Turner-Tucker.",30028519611599,1990-10-01,Joseph Wilson,552.46,Turner-Tucker
"On 1992-12-27, Kenneth Knight paid $10.4 using card number 4960443270185103 at Alvarez-Cortez.",4960443270185103,1992-12-27,Kenneth Knight,10.4,Alvarez-Cortez
"On 2015-08-16, Gina Williams paid $294.04 using card number 3528777251996633 at Fitzgerald-Brewer.",3528777251996633,2015-08-16,Gina Williams,294.04,Fitzgerald-Brewer
"On 2014-10-18, Kathryn Smith paid $435.59 using card number 4948181398909833 at White, Smith and Buchanan.",4948181398909833,2014-10-18,Kathryn Smith,435.59,"White, Smith and Buchanan"
"On 1995-12-30, Alexander Rice paid $584.18 using card number 4189569070565 at Davis-Petty.",4189569070565,1995-12-30,Alexander Rice,584.18,Davis-Petty
"On 1973-12-25, Erika Johnson paid $658.16 using card number 213142241246209 at Price-Flores.",213142241246209,1973-12-25,Erika Johnson,658.16,Price-Flores
"On 2007-08-22, Debra Flores paid $470.34 using card number 6546103399378868 at Jones-Johnson.",6546103399378868,2007-08-22,Debra Flores,470.34,Jones-Johnson
"On 1981-06-12, Walter Brooks paid $447.74 using card number 4048913824967186 at Medina Group.",4048913824967186,1981-06-12,Walter Brooks,447.74,Medina Group
"On 1993-11-30, Sara James paid $221.56 using card number 180000794200743 at Lewis, Pittman and Campbell.",180000794200743,1993-11-30,Sara James,221.56,"Lewis, Pittman and Campbell"
"On 2015-01-25, Michelle Nelson paid $478.45 using card number 4416128463985548 at Peterson-Stevens.",4416128463985548,2015-01-25,Michelle Nelson,478.45,Peterson-Stevens
"On 2006-08-28, Shawn Curtis paid $902.17 using card number 3502097002687682 at Stafford Ltd.",3502097002687682,2006-08-28,Shawn Curtis,902.17,Stafford Ltd
"On 1971-05-07, Jill Walker paid $798.06 using card number 30156956201754 at Becker-Fletcher.",30156956201754,1971-05-07,Jill Walker,798.06,Becker-Fletcher
"On 1977-07-20, William Little paid $177.99 using card number 4943375047930 at Carroll-Snyder.",4943375047930,1977-07-20,William Little,177.99,Carroll-Snyder
"On 2019-08-08, Savannah Ibarra paid $93.95 using card number 213199921921246 at Lee-Gregory.",213199921921246,2019-08-08,Savannah Ibarra,93.95,Lee-Gregory
"On 1985-04-13, Peter Stephenson paid $520.3 using card number 3587060566418777 at Ramirez Group.",3587060566418777,1985-04-13,Peter Stephenson,520.3,Ramirez Group
"On 1992-05-27, Sylvia Gonzalez paid $636.61 using card number 180050635190363 at Brown-Garrett.",180050635190363,1992-05-27,Sylvia Gonzalez,636.61,Brown-Garrett
"On 1992-09-13, Tyler Wall paid $341.84 using card number 675960954310 at Bauer, Harding and Parsons.",675960954310,1992-09-13,Tyler Wall,341.84,"Bauer, Harding and Parsons"
"On 1976-12-05, Leslie Reynolds paid $820.24 using card number 3517911006512071 at Brown, Williams and Horn.",3517911006512071,1976-12-05,Leslie Reynolds,820.24,"Brown, Williams and Horn"
"On 2023-04-12, Gina Pace paid $753.63 using card number 6011963990767694 at Gibson LLC.",6011963990767694,2023-04-12,Gina Pace,753.63,Gibson LLC
"On 1972-12-31, Mr. Cody Taylor paid $676.07 using card number 3511091939284563 at Anderson PLC.",3511091939284563,1972-12-31,Mr. Cody Taylor,676.07,Anderson PLC
"On 2004-07-05, Meghan Brown paid $232.39 using card number 6549822749545085 at Trevino, Henderson and Gonzalez.",6549822749545085,2004-07-05,Meghan Brown,232.39,"Trevino, Henderson and Gonzalez"
"On 2023-09-15, Gary Garcia paid $207.14 using card number 4153779599599 at Crawford Inc.",4153779599599,2023-09-15,Gary Garcia,207.14,Crawford Inc
"On 1989-10-10, Alvin Wilson paid $34.18 using card number 4379337563620500 at Lee-Willis.",4379337563620500,1989-10-10,Alvin Wilson,34.18,Lee-Willis
"On 1976-11-20, Christopher Green paid $252.39 using card number 340334234258327 at Decker and Sons.",340334234258327,1976-11-20,Christopher Green,252.39,Decker and Sons
"On 1978-11-25, Ana Thomas paid $480.38 using card number 6011534735528962 at Lee Group.",6011534735528962,1978-11-25,Ana Thomas,480.38,Lee Group
"On 2004-08-03, Robert Salas paid $851.24 using card number 3559630993842536 at Blackwell, Clark and Miller.",3559630993842536,2004-08-03,Robert Salas,851.24,"Blackwell, Clark and Miller"
"On 2003-09-03, Kelly Webb paid $82.1 using card number 30128685787254 at Adams-Morales.",30128685787254,2003-09-03,Kelly Webb,82.1,Adams-Morales
"On 1990-01-29, Bradley Walton paid $420.3 using card number 3533373634669254 at Stone-Hall.",3533373634669254,1990-01-29,Bradley Walton,420.3,Stone-Hall
"On 1996-01-08, Robert Stewart paid $633.47 using card number 675989567762 at White and Sons.",675989567762,1996-01-08,Robert Stewart,633.47,White and Sons
"On 2025-07-01, Gary Turner paid $202.49 using card number 4514888143111508355 at Bruce, Lee and Munoz.",4514888143111508355,2025-07-01,Gary Turner,202.49,"Bruce, Lee and Munoz"
"On 2009-12-12, Christine Hall paid $699.39 using card number 4044566907826333 at Todd, Sharp and Murray.",4044566907826333,2009-12-12,Christine Hall,699.39,"Todd, Sharp and Murray"
"On 2014-11-01, Oscar Porter paid $499.43 using card number 2273663778052929 at Morgan-Barnes.",2273663778052929,2014-11-01,Oscar Porter,499.43,Morgan-Barnes
"On 1996-08-01, Veronica Harris paid $251.54 using card number 4845909022599990 at Ferguson and Sons.",4845909022599990,1996-08-01,Veronica Harris,251.54,Ferguson and Sons
"On 1983-07-18, Lindsey Johnson paid $659.5 using card number 30159741218208 at Pruitt Group.",30159741218208,1983-07-18,Lindsey Johnson,659.5,Pruitt Group
"On 1984-01-20, Patrick Price paid $15.49 using card number 4348170580256621289 at Harrell LLC.",4348170580256621289,1984-01-20,Patrick Price,15.49,Harrell LLC
"On 2005-10-14, James Aguirre paid $753.45 using card number 6529949387430272 at Kent-Suarez.",6529949387430272,2005-10-14,James Aguirre,753.45,Kent-Suarez
"On 2001-02-26, Steven Quinn paid $772.35 using card number 38901475469263 at Bartlett-White.",38901475469263,2001-02-26,Steven Quinn,772.35,Bartlett-White
"On 1992-03-09, Angela Garcia PhD paid $115.52 using card number 3560324841376817 at Hayes-King.",3560324841376817,1992-03-09,Angela Garcia PhD,115.52,Hayes-King
"On 1992-04-05, Brian Stark paid $430.89 using card number 213170176563603 at Goodman, Washington and Jones.",213170176563603,1992-04-05,Brian Stark,430.89,"Goodman, Washington and Jones"
"On 1975-04-13, Joseph Myers paid $184.13 using card number 213172742209125 at Gallagher, Byrd and Hernandez.",213172742209125,1975-04-13,Joseph Myers,184.13,"Gallagher, Byrd and Hernandez"
"On 1983-09-24, Amber Bennett paid $958.39 using card number 343083708164704 at Brooks and Sons.",343083708164704,1983-09-24,Amber Bennett,958.39,Brooks and Sons
"On 1991-12-17, Jose Ochoa paid $522.78 using card number 4060053131223 at Sims, Weber and Villa.",4060053131223,1991-12-17,Jose Ochoa,522.78,"Sims, Weber and Villa"
"On 2014-03-25, Austin Briggs paid $59.72 using card number 6513315520650630 at Wood, Jones and Robinson.",6513315520650630,2014-03-25,Austin Briggs,59.72,"Wood, Jones and Robinson"
"On 2013-08-04, Lauren Reyes paid $256.71 using card number 4189241956252571509 at Hall, Matthews and Mcneil.",4189241956252571509,2013-08-04,Lauren Reyes,256.71,"Hall, Matthews and Mcneil"
"On 2019-05-11, Mr. James May II paid $849.85 using card number 4914363910256 at Hinton, Wallace and Wiley.",4914363910256,2019-05-11,Mr. James May II,849.85,"Hinton, Wallace and Wiley"
"On 1995-12-17, Melissa Walker paid $461.9 using card number 4508640355338031 at Morris, Ramos and Smith.",4508640355338031,1995-12-17,Melissa Walker,461.9,"Morris, Ramos and Smith"
"On 1991-03-13, Blake Hardy paid $803.4 using card number 30130232129832 at Griffith and Sons.",30130232129832,1991-03-13,Blake Hardy,803.4,Griffith and Sons
"On 2004-05-21, Christopher Alexander paid $670.9 using card number 6011934497347157 at Moss, Wolf and Weiss.",6011934497347157,2004-05-21,Christopher Alexander,670.9,"Moss, Wolf and Weiss"
"On 2008-04-03, Eric Campbell paid $988.01 using card number 30066149828241 at Castillo, Cook and Espinoza.",30066149828241,2008-04-03,Eric Campbell,988.01,"Castillo, Cook and Espinoza"
"On 1972-08-23, Martin Chapman MD paid $599.5 using card number 4300857666564 at Cruz PLC.",4300857666564,1972-08-23,Martin Chapman MD,599.5,Cruz PLC
"On 2013-11-30, Megan Terry paid $950.54 using card number 4645875066337054 at Green Group.",4645875066337054,2013-11-30,Megan Terry,950.54,Green Group
"On 2017-01-29, Carol Simmons paid $892.51 using card number 4439920116691835 at Mason-Ferguson.",4439920116691835,2017-01-29,Carol Simmons,892.51,Mason-Ferguson
"On 2005-09-22, Benjamin Horton paid $616.53 using card number 6561195243640279 at Pena-Quinn.",6561195243640279,2005-09-22,Benjamin Horton,616.53,Pena-Quinn
"On 1997-10-26, Rhonda Lee paid $722.08 using card number 4522372817932308 at Sims-Weber.",4522372817932308,1997-10-26,Rhonda Lee,722.08,Sims-Weber
"On 2015-04-11, Derek Moses paid $509.73 using card number 4141614150937712 at Mccormick, Williams and Clark.",4141614150937712,2015-04-11,Derek Moses,509.73,"Mccormick, Williams and Clark"
"On 1991-06-14, Jacob Wu paid $832.26 using card number 630498477599 at Everett Ltd.",630498477599,1991-06-14,Jacob Wu,832.26,Everett Ltd
"On 1995-01-27, Michael Briggs paid $552.39 using card number 6590551076209183 at Montgomery-Hopkins.",6590551076209183,1995-01-27,Michael Briggs,552.39,Montgomery-Hopkins
"On 1999-02-13, Lonnie Miller paid $898.24 using card number 36305050573972 at Hatfield-Vincent.",36305050573972,1999-02-13,Lonnie Miller,898.24,Hatfield-Vincent
"On 2001-10-07, Whitney Archer paid $746.22 using card number 2294932898027144 at Mosley Inc.",2294932898027144,2001-10-07,Whitney Archer,746.22,Mosley Inc
"On 2002-05-31, Connie Scott paid $479.93 using card number 30333211602569 at Martinez, Taylor and Nichols.",30333211602569,2002-05-31,Connie Scott,479.93,"Martinez, Taylor and Nichols"
"On 1993-02-25, Earl Rodriguez paid $266.6 using card number 3515399156686337 at Vargas, Lopez and Mcmahon.",3515399156686337,1993-02-25,Earl Rodriguez,266.6,"Vargas, Lopez and Mcmahon"
"On 1978-08-06, Rebecca Peck paid $254.77 using card number 3525690409836655 at Alvarado, Garza and Rodriguez.",3525690409836655,1978-08-06,Rebecca Peck,254.77,"Alvarado, Garza and Rodriguez"
"On 2024-07-12, Drew Burgess paid $641.28 using card number 676175243770 at Johnson, Flores and Shaw.",676175243770,2024-07-12,Drew Burgess,641.28,"Johnson, Flores and Shaw"
"On 2019-07-02, Patty Gates paid $768.16 using card number 3549737460523300 at Evans-Briggs.",3549737460523300,2019-07-02,Patty Gates,768.16,Evans-Briggs
"On 2009-06-30, Carlos Goodwin paid $526.09 using card number 4865675661844386 at Horn Ltd.",4865675661844386,2009-06-30,Carlos Goodwin,526.09,Horn Ltd
"On 1994-03-14, Carol Brown paid $630.48 using card number 4292774233305912669 at White-Williams.",4292774233305912669,1994-03-14,Carol Brown,630.48,White-Williams
"On 2020-09-17, Kyle Thompson paid $281.85 using card number 180096263013674 at Parsons-Esparza.",180096263013674,2020-09-17,Kyle Thompson,281.85,Parsons-Esparza
"On 2017-03-17, Victoria Mendoza paid $86.71 using card number 4764750111178305 at Davis, Watkins and Cruz.",4764750111178305,2017-03-17,Victoria Mendoza,86.71,"Davis, Watkins and Cruz"
"On 2023-10-07, Joseph Richards DDS paid $292.87 using card number 4492151826068882 at Martinez, Mullins and Sheppard.",4492151826068882,2023-10-07,Joseph Richards DDS,292.87,"Martinez, Mullins and Sheppard"
"On 1978-06-27, Sarah Johnson paid $279.0 using card number 2223087510293214 at Evans, Burch and Jackson.",2223087510293214,1978-06-27,Sarah Johnson,279.0,"Evans, Burch and Jackson"
"On 1973-01-16, Christine Garcia paid $326.51 using card number 4340848729758592 at Johnson and Sons.",4340848729758592,1973-01-16,Christine Garcia,326.51,Johnson and Sons
"On 2017-04-06, Tony Rhodes paid $544.75 using card number 4298395429618446264 at Herrera Inc.",4298395429618446264,2017-04-06,Tony Rhodes,544.75,Herrera Inc
"On 2007-04-26, Caleb Rodriguez paid $146.99 using card number 4359892625660930 at Jones-Bowman.",4359892625660930,2007-04-26,Caleb Rodriguez,146.99,Jones-Bowman
"On 2024-11-26, Sheri Chapman paid $238.95 using card number 374234016361126 at Davis-Bailey.",374234016361126,2024-11-26,Sheri Chapman,238.95,Davis-Bailey
"On 1987-08-18, Jennifer Vargas paid $697.01 using card number 3584910256258896 at Parks Ltd.",3584910256258896,1987-08-18,Jennifer Vargas,697.01,Parks Ltd
"On 2018-11-22, Desiree Patterson paid $709.35 using card number 4269405396727579 at Torres Inc.",4269405396727579,2018-11-22,Desiree Patterson,709.35,Torres Inc
"On 2006-03-26, Jose Cuevas paid $73.59 using card number 4511131290148706824 at Martinez, Smith and Lee.",4511131290148706824,2006-03-26,Jose Cuevas,73.59,"Martinez, Smith and Lee"
"On 1973-06-19, Ryan Palmer paid $413.52 using card number 3568538909728328 at Simpson-Jackson.",3568538909728328,1973-06-19,Ryan Palmer,413.52,Simpson-Jackson
"On 2013-10-03, Eric Fitzpatrick paid $547.19 using card number 2273814474430964 at Petersen, Johnson and Ford.",2273814474430964,2013-10-03,Eric Fitzpatrick,547.19,"Petersen, Johnson and Ford"
"On 1975-10-08, Brian Vasquez paid $421.62 using card number 3505097545105264 at Robertson, Hernandez and Martinez.",3505097545105264,1975-10-08,Brian Vasquez,421.62,"Robertson, Hernandez and Martinez"
"On 2014-08-29, Debra Mayo paid $214.77 using card number 30024376545624 at Martin-Gomez.",30024376545624,2014-08-29,Debra Mayo,214.77,Martin-Gomez
"On 2015-04-09, Cristian Mendoza paid $425.94 using card number 6011531340266509 at Wilson-Burns.",6011531340266509,2015-04-09,Cristian Mendoza,425.94,Wilson-Burns
"On 1973-07-17, Adam Cohen paid $905.79 using card number 30256862110220 at Gallegos, Jordan and Harper.",30256862110220,1973-07-17,Adam Cohen,905.79,"Gallegos, Jordan and Harper"
"On 1989-02-17, Monica Lopez paid $588.24 using card number 630474471632 at Lin Ltd.",630474471632,1989-02-17,Monica Lopez,588.24,Lin Ltd
"On 1979-12-14, Andrew Mooney paid $698.57 using card number 4371892392318 at Smith-Gonzalez.",4371892392318,1979-12-14,Andrew Mooney,698.57,Smith-Gonzalez
"On 1990-09-16, Jordan Schneider paid $858.16 using card number 630468433564 at Adams LLC.",630468433564,1990-09-16,Jordan Schneider,858.16,Adams LLC
"On 2003-06-07, Ashlee Lopez paid $767.94 using card number 373502000534747 at Cook-Rodriguez.",373502000534747,2003-06-07,Ashlee Lopez,767.94,Cook-Rodriguez
"On 2010-12-15, Brian Soto paid $386.58 using card number 4825559895343960 at Williams Ltd.",4825559895343960,2010-12-15,Brian Soto,386.58,Williams Ltd
"On 1987-03-09, Corey Pierce paid $15.84 using card number 4711895473823 at Hester, Jacobson and West.",4711895473823,1987-03-09,Corey Pierce,15.84,"Hester, Jacobson and West"
"On 1982-12-11, Amy Compton paid $358.24 using card number 3561768802942406 at Olsen, Simpson and Patel.",3561768802942406,1982-12-11,Amy Compton,358.24,"Olsen, Simpson and Patel"
"On 2017-05-31, Christopher Robinson paid $755.94 using card number 213127868669437 at Suarez PLC.",213127868669437,2017-05-31,Christopher Robinson,755.94,Suarez PLC
"On 1988-11-25, Andrew Hernandez paid $854.91 using card number 30443448123089 at Nelson Inc.",30443448123089,1988-11-25,Andrew Hernandez,854.91,Nelson Inc
"On 1970-09-16, William Garrett paid $953.9 using card number 4381059551842690 at Robinson-Sanford.",4381059551842690,1970-09-16,William Garrett,953.9,Robinson-Sanford
"On 1980-08-04, Rhonda Mullins paid $424.83 using card number 4089164983735432 at Hall-Barber.",4089164983735432,1980-08-04,Rhonda Mullins,424.83,Hall-Barber
"On 1996-10-28, Christopher Thompson paid $750.04 using card number 347172722397246 at Franklin, Jones and Jones.",347172722397246,1996-10-28,Christopher Thompson,750.04,"Franklin, Jones and Jones"
"On 1972-12-23, Pamela Newman paid $550.67 using card number 4618209166011 at Wright Inc.",4618209166011,1972-12-23,Pamela Newman,550.67,Wright Inc
"On 2006-12-29, Joshua Adams paid $607.22 using card number 4900185132797245722 at Smith Inc.",4900185132797245722,2006-12-29,Joshua Adams,607.22,Smith Inc
"On 2016-07-29, Dustin Dorsey paid $228.33 using card number 2704186203036621 at Mcdaniel-Espinoza.",2704186203036621,2016-07-29,Dustin Dorsey,228.33,Mcdaniel-Espinoza
"On 2010-10-21, Cassandra Moreno paid $227.23 using card number 2521314519515101 at Shelton and Sons.",2521314519515101,2010-10-21,Cassandra Moreno,227.23,Shelton and Sons
"On 2002-07-23, Nathan Floyd paid $441.48 using card number 4945147541022520 at Wilson Group.",4945147541022520,2002-07-23,Nathan Floyd,441.48,Wilson Group
"On 2014-07-03, Felicia Pham paid $38.73 using card number 3521522655767694 at Reyes PLC.",3521522655767694,2014-07-03,Felicia Pham,38.73,Reyes PLC
